specimen_id,source_id,study_id,data_type,material_grade,material_type,forming_route,E0,sigma_02,n,n_source,sigma_10,n_prime,sigma_u,section_type,b,h,t,L,boundary_condition,Le,buckling_axis,w_0,w_e,w_total,N_u,failure_mode
ning2021_01,ning2021_A,ning2021_01,experimental,2205,duplex,hot_rolled,207421,606.0,5.8,measured,,,766.0,CHS,113.9,,5.98,3022.0,pin-pin,3362.0,-,1.28,0.095,1.375,456.8,global_flexural
ning2021_02,ning2021_A,ning2021_02,experimental,2205,duplex,hot_rolled,207421,606.0,5.8,measured,,,766.0,CHS,114.9,,6.44,3522.0,pin-pin,3862.0,-,1.78,0.119,1.899,402.0,global_flexural
ning2021_03,ning2021_A,ning2021_03,experimental,2205,duplex,hot_rolled,207421,606.0,5.8,measured,,,766.0,CHS,114.5,,6.28,4022.0,pin-pin,4362.0,-,2.00,0.128,2.128,323.6,global_flexural
ning2021_04,ning2021_A,ning2021_04,experimental,2205,duplex,hot_rolled,207421,606.0,5.8,measured,,,766.0,CHS,114.4,,6.09,4523.0,pin-pin,4863.0,-,2.00,-0.055,1.945,214.8,global_flexural
ning2021_05,ning2021_B,ning2021_05,experimental,2205,duplex,hot_rolled,205678,560.0,4.3,measured,,,800.0,CHS,219.7,,6.34,2524.0,pin-pin,2864.0,-,1.50,-0.414,1.086,2134.1,global_flexural
ning2021_06,ning2021_B,ning2021_06,experimental,2205,duplex,hot_rolled,205678,560.0,4.3,measured,,,800.0,CHS,220.5,,7.08,4023.0,pin-pin,4363.0,-,1.40,0.137,1.537,1673.6,global_flexural
ning2021_07,ning2021_B,ning2021_07,experimental,2205,duplex,hot_rolled,205678,560.0,4.3,measured,,,800.0,CHS,220.3,,6.88,4530.0,pin-pin,4870.0,-,2.56,0.241,2.801,1430.4,global_flexural
